dimension,key,maturity_year,companies
state,WV,2029,2
state,WV,2030,11
state,WV,2031,7
state,WV,2032,3
state,WV,2033,3
state,WV,2034,7
state,WV,2035,5
state,WV,2036,1
state,WV,2037,8
state,WV,2038,4
state,WV,2039,4
state,WV,2040,5
state,WV,2041,6
state,WV,2042,2
state,WV,2043,6
state,WV,2044,4
state,WV,2045,3
state,WV,2046,6
state,WV,2047,3
state,WV,2048,3
state,WV,2049,2
state,WV,2050,1
state,WV,2051,1
