dimension,key,maturity_year,companies
state,CO,2031,100
state,CO,2032,80
state,CO,2033,78
state,CO,2034,90
state,CO,2035,126
state,CO,2036,70
state,CO,2037,43
state,CO,2038,50
state,CO,2039,45
state,CO,2040,55
state,CO,2041,57
state,CO,2042,45
state,CO,2043,52
state,CO,2044,54
state,CO,2045,59
state,CO,2046,91
state,CO,2047,85
state,CO,2048,54
state,CO,2049,46
state,CO,2050,43
state,CO,2051,21
state,CO,2052,1
state,CT,2007,1
state,CT,2011,2
state,CT,2012,2
state,CT,2014,3
state,CT,2015,13
state,CT,2016,13
state,CT,2017,8
state,CT,2018,16
state,CT,2019,12
state,CT,2020,16
state,CT,2021,19
state,CT,2022,22
state,CT,2023,26
state,CT,2024,36
state,CT,2025,35
state,CT,2026,29
state,CT,2027,20
state,CT,2028,31
state,CT,2029,27
state,CT,2030,25
state,CT,2031,37
state,CT,2032,21
state,CT,2033,27
state,CT,2034,37
state,CT,2035,45
state,CT,2036,30
state,CT,2037,24
state,CT,2038,18
state,CT,2039,14
state,CT,2040,13
state,CT,2041,13
state,CT,2042,12
state,CT,2043,12
state,CT,2044,13
state,CT,2045,13
state,CT,2046,23
state,CT,2047,21
state,CT,2048,14
state,CT,2049,20
state,CT,2050,13
state,CT,2051,7
state,DC,2014,1
state,DC,2015,3
state,DC,2018,1
state,DC,2019,1
state,DC,2020,2
state,DC,2021,2
state,DC,2023,1
state,DC,2024,1
state,DC,2027,4
state,DC,2028,1
state,DC,2030,1
state,DC,2031,3
state,DC,2033,1
state,DC,2034,3
state,DC,2035,1
state,DC,2036,3
state,DC,2037,1
state,DC,2039,5
state,DC,2040,1
state,DC,2042,1
state,DC,2043,1
state,DC,2044,1
state,DC,2046,1
state,DC,2047,1
state,DC,2048,1
state,DE,2011,1
state,DE,2016,3
state,DE,2019,1
state,DE,2020,2
state,DE,2021,2
state,DE,2022,1
state,DE,2023,2
state,DE,2024,2
state,DE,2025,2
state,DE,2026,2
state,DE,2027,1
state,DE,2028,3
state,DE,2029,1
state,DE,2030,3
state,DE,2031,7
state,DE,2032,4
state,DE,2033,10
state,DE,2034,3
state,DE,2035,10
state,DE,2036,5
state,DE,2037,4
state,DE,2038,1
state,DE,2039,6
state,DE,2040,5
state,DE,2041,3
state,DE,2042,3
state,DE,2044,2
state,DE,2045,2
state,DE,2046,3
state,DE,2047,3
state,DE,2048,3
state,DE,2049,3
state,FL,2003,1
state,FL,2011,7
state,FL,2012,5
state,FL,2013,7
state,FL,2014,9
state,FL,2015,12
state,FL,2016,22
state,FL,2017,21
state,FL,2018,26
state,FL,2019,38
state,FL,2020,51
state,FL,2021,58
state,FL,2022,78
state,FL,2023,89
state,FL,2024,99
state,FL,2025,114
state,FL,2026,152
state,FL,2027,174
state,FL,2028,148
state,FL,2029,157
state,FL,2030,156
state,FL,2031,163
state,FL,2032,165
state,FL,2033,204
state,FL,2034,251
state,FL,2035,270
state,FL,2036,157
state,FL,2037,116
state,FL,2038,83
state,FL,2039,60
state,FL,2040,80
state,FL,2041,86
state,FL,2042,109
state,FL,2043,76
state,FL,2044,104
state,FL,2045,122
state,FL,2046,148
state,FL,2047,110
state,FL,2048,122
state,FL,2049,137
state,FL,2050,150
state,FL,2051,38
state,FL,2052,2
state,GA,2001,1
state,GA,2002,1
state,GA,2003,1
state,GA,2005,2
state,GA,2010,1
state,GA,2011,3
state,GA,2012,6
state,GA,2013,4
state,GA,2014,1
state,GA,2015,6
state,GA,2016,12
state,GA,2017,14
state,GA,2018,22
state,GA,2019,17
state,GA,2020,33
state,GA,2021,28
state,GA,2022,42
state,GA,2023,39
state,GA,2024,45
state,GA,2025,62
state,GA,2026,76
state,GA,2027,74
state,GA,2028,79
state,GA,2029,62
state,GA,2030,68
state,GA,2031,77
state,GA,2032,73
state,GA,2033,65
state,GA,2034,67
state,GA,2035,96
state,GA,2036,61
state,GA,2037,57
state,GA,2038,58
state,GA,2039,41
state,GA,2040,43
state,GA,2041,48
state,GA,2042,42
state,GA,2043,51
state,GA,2044,56
state,GA,2045,50
state,GA,2046,58
state,GA,2047,43
state,GA,2048,44
state,GA,2049,38
state,GA,2050,32
state,GA,2051,17
state,GA,2052,1
state,HI,2010,1
state,HI,2015,3
state,HI,2016,5
state,HI,2017,2
state,HI,2018,5
state,HI,2019,3
state,HI,2020,5
state,HI,2021,3
state,HI,2022,9
state,HI,2023,5
state,HI,2024,5
state,HI,2025,8
state,HI,2026,6
state,HI,2027,3
state,HI,2028,10
state,HI,2029,11
state,HI,2030,7
state,HI,2031,7
state,HI,2032,8
state,HI,2033,7
state,HI,2034,7
state,HI,2035,6
state,HI,2036,5
state,HI,2037,5
state,HI,2038,2
state,HI,2039,1
state,HI,2040,1
state,HI,2041,1
state,HI,2043,4
state,HI,2044,1
state,HI,2045,1
state,HI,2046,9
state,HI,2047,3
state,HI,2048,3
state,HI,2049,1
state,HI,2050,4
state,HI,2051,1
state,IA,2011,5
state,IA,2012,2
state,IA,2013,6
state,IA,2014,2
state,IA,2015,4
state,IA,2016,12
state,IA,2017,7
state,IA,2018,13
state,IA,2019,16
state,IA,2020,25
state,IA,2021,19
state,IA,2022,21
state,IA,2023,22
state,IA,2024,23
state,IA,2025,22
state,IA,2026,22
state,IA,2027,34
state,IA,2028,35
state,IA,2029,27
state,IA,2030,40
state,IA,2031,19
state,IA,2032,30
state,IA,2033,23
state,IA,2034,15
state,IA,2035,25
state,IA,2036,8
state,IA,2037,16
state,IA,2038,13
state,IA,2039,13
state,IA,2040,11
state,IA,2041,17
state,IA,2042,7
state,IA,2043,9
state,IA,2044,6
state,IA,2045,13
state,IA,2046,11
state,IA,2047,10
state,IA,2048,4
state,IA,2049,6
state,IA,2050,13
state,IA,2051,3
state,IA,2052,1
state,ID,2002,2
state,ID,2011,2
state,ID,2012,1
state,ID,2013,1
state,ID,2014,2
state,ID,2015,3
state,ID,2016,6
state,ID,2017,12
state,ID,2018,8
state,ID,2019,11
state,ID,2020,23
state,ID,2021,21
state,ID,2022,27
state,ID,2023,21
state,ID,2024,39
state,ID,2025,30
state,ID,2026,42
state,ID,2027,41
state,ID,2028,27
state,ID,2029,30
state,ID,2030,24
state,ID,2031,22
state,ID,2032,38
state,ID,2033,29
state,ID,2034,28
state,ID,2035,39
state,ID,2036,23
state,ID,2037,17
state,ID,2038,15
state,ID,2039,19
state,ID,2040,14
state,ID,2041,18
state,ID,2042,13
state,ID,2043,17
state,ID,2044,19
state,ID,2045,24
state,ID,2046,29
state,ID,2047,20
state,ID,2048,11
state,ID,2049,11
state,ID,2050,17
state,ID,2051,8
state,IL,1996,1
state,IL,1997,1
state,IL,2002,2
state,IL,2005,1
state,IL,2007,2
state,IL,2009,1
state,IL,2010,1
state,IL,2011,1
state,IL,2012,4
state,IL,2013,9
state,IL,2014,12
state,IL,2015,24
state,IL,2016,35
state,IL,2017,37
state,IL,2018,32
state,IL,2019,59
state,IL,2020,56
state,IL,2021,60
state,IL,2022,87
state,IL,2023,82
state,IL,2024,105
state,IL,2025,111
state,IL,2026,108
state,IL,2027,111
state,IL,2028,105
state,IL,2029,108
state,IL,2030,103
state,IL,2031,112
state,IL,2032,149
state,IL,2033,102
state,IL,2034,127
state,IL,2035,121
state,IL,2036,70
state,IL,2037,96
state,IL,2038,64
state,IL,2039,50
state,IL,2040,54
state,IL,2041,51
state,IL,2042,42
state,IL,2043,49
state,IL,2044,47
state,IL,2045,49
state,IL,2046,97
state,IL,2047,63
state,IL,2048,45
state,IL,2049,46
state,IL,2050,66
state,IL,2051,24
state,IN,2001,1
state,IN,2003,1
state,IN,2004,2
state,IN,2005,1
state,IN,2007,2
state,IN,2008,1
state,IN,2009,2
state,IN,2011,7
state,IN,2012,7
state,IN,2013,10
state,IN,2014,9
state,IN,2015,22
state,IN,2016,28
state,IN,2017,22
state,IN,2018,40
state,IN,2019,33
state,IN,2020,34
state,IN,2021,54
state,IN,2022,42
state,IN,2023,48
state,IN,2024,45
state,IN,2025,36
state,IN,2026,70
state,IN,2027,70
state,IN,2028,54
state,IN,2029,58
state,IN,2030,58
state,IN,2031,69
state,IN,2032,48
state,IN,2033,51
state,IN,2034,63
state,IN,2035,70
state,IN,2036,53
state,IN,2037,33
state,IN,2038,35
state,IN,2039,21
state,IN,2040,25
state,IN,2041,30
state,IN,2042,26
state,IN,2043,16
state,IN,2044,21
state,IN,2045,22
state,IN,2046,29
state,IN,2047,25
state,IN,2048,20
state,IN,2049,19
state,IN,2050,20
state,IN,2051,5
state,KS,2007,1
state,KS,2009,1
state,KS,2011,3
state,KS,2012,3
state,KS,2013,6
state,KS,2015,6
state,KS,2016,14
state,KS,2017,14
state,KS,2018,8
state,KS,2019,12
state,KS,2020,18
state,KS,2021,25
state,KS,2022,17
state,KS,2023,16
state,KS,2024,21
state,KS,2025,17
state,KS,2026,20
state,KS,2027,32
state,KS,2028,27
state,KS,2029,24
state,KS,2030,24
state,KS,2031,34
state,KS,2032,32
state,KS,2033,13
state,KS,2034,21
state,KS,2035,22
state,KS,2036,15
state,KS,2037,13
state,KS,2038,6
state,KS,2039,13
state,KS,2040,17
state,KS,2041,18
state,KS,2042,16
state,KS,2043,3
state,KS,2044,9
state,KS,2045,5
state,KS,2046,6
state,KS,2047,7
state,KS,2048,6
state,KS,2049,7
state,KS,2050,6
state,KS,2051,2
state,KS,2052,1
state,KY,2007,1
state,KY,2011,1
state,KY,2012,1
state,KY,2013,2
state,KY,2014,4
state,KY,2015,6
state,KY,2016,6
state,KY,2017,7
state,KY,2018,4
state,KY,2019,10
state,KY,2020,13
state,KY,2021,12
state,KY,2022,13
state,KY,2023,9
state,KY,2024,22
state,KY,2025,19
state,KY,2026,13
state,KY,2027,17
state,KY,2028,10
state,KY,2029,21
state,KY,2030,14
state,KY,2031,12
state,KY,2032,26
state,KY,2033,17
state,KY,2034,24
state,KY,2035,22
state,KY,2036,11
state,KY,2037,6
state,KY,2038,12
state,KY,2039,6
state,KY,2040,14
state,KY,2041,7
state,KY,2042,11
state,KY,2043,9
state,KY,2044,9
state,KY,2045,9
state,KY,2046,6
state,KY,2047,11
state,KY,2048,5
state,KY,2049,8
state,KY,2050,9
state,KY,2051,2
state,LA,2011,1
state,LA,2012,1
state,LA,2013,1
state,LA,2014,1
state,LA,2015,2
state,LA,2016,5
state,LA,2017,7
state,LA,2018,9
state,LA,2019,7
state,LA,2020,9
state,LA,2021,8
state,LA,2022,12
state,LA,2023,12
state,LA,2024,11
state,LA,2025,16
state,LA,2026,27
state,LA,2027,14
state,LA,2028,24
state,LA,2029,19
state,LA,2030,15
state,LA,2031,25
state,LA,2032,13
state,LA,2033,12
state,LA,2034,21
state,LA,2035,23
state,LA,2036,14
state,LA,2037,11
state,LA,2038,13
state,LA,2039,10
state,LA,2040,14
state,LA,2041,10
state,LA,2042,9
state,LA,2043,13
state,LA,2044,10
state,LA,2045,12
state,LA,2046,15
state,LA,2047,2
state,LA,2048,5
state,LA,2049,12
state,LA,2050,10
state,LA,2051,4
state,LA,2052,1
state,MA,2001,1
state,MA,2002,1
state,MA,2007,1
state,MA,2011,5
state,MA,2012,2
state,MA,2013,7
state,MA,2014,7
state,MA,2015,6
state,MA,2016,20
state,MA,2017,26
state,MA,2018,23
state,MA,2019,28
state,MA,2020,22
state,MA,2021,39
state,MA,2022,43
state,MA,2023,49
state,MA,2024,38
state,MA,2025,61
state,MA,2026,57
state,MA,2027,46
state,MA,2028,65
state,MA,2029,80
state,MA,2030,64
state,MA,2031,71
state,MA,2032,50
state,MA,2033,58
state,MA,2034,86
state,MA,2035,85
state,MA,2036,48
state,MA,2037,35
state,MA,2038,34
state,MA,2039,24
state,MA,2040,19
state,MA,2041,18
state,MA,2042,15
state,MA,2043,36
state,MA,2044,29
state,MA,2045,51
state,MA,2046,49
state,MA,2047,43
state,MA,2048,32
state,MA,2049,41
state,MA,2050,32
state,MA,2051,10
state,MD,1997,1
state,MD,2006,1
state,MD,2011,2
state,MD,2012,4
state,MD,2013,2
state,MD,2014,5
state,MD,2015,5
state,MD,2016,16
state,MD,2017,16
state,MD,2018,12
state,MD,2019,15
state,MD,2020,13
state,MD,2021,16
state,MD,2022,19
state,MD,2023,20
state,MD,2024,16
state,MD,2025,23
state,MD,2026,28
state,MD,2027,32
state,MD,2028,21
state,MD,2029,16
state,MD,2030,20
state,MD,2031,19
state,MD,2032,30
state,MD,2033,27
state,MD,2034,37
state,MD,2035,49
state,MD,2036,26
state,MD,2037,13
state,MD,2038,18
state,MD,2039,9
state,MD,2040,11
state,MD,2041,10
state,MD,2042,7
state,MD,2043,11
state,MD,2044,18
state,MD,2045,11
state,MD,2046,18
state,MD,2047,8
state,MD,2048,14
state,MD,2049,17
state,MD,2050,16
state,MD,2051,4
state,ME,2007,1
state,ME,2011,3
state,ME,2013,1
state,ME,2014,2
state,ME,2016,4
state,ME,2017,5
state,ME,2018,6
state,ME,2019,5
state,ME,2020,12
state,ME,2021,5
state,ME,2022,7
state,ME,2023,6
state,ME,2024,7
state,ME,2025,13
state,ME,2026,16
state,ME,2027,8
state,ME,2028,11
state,ME,2029,12
state,ME,2030,8
state,ME,2031,9
state,ME,2032,11
state,ME,2033,10
state,ME,2034,9
state,ME,2035,13
state,ME,2036,3
state,ME,2037,8
state,ME,2038,8
state,ME,2039,6
state,ME,2040,4
state,ME,2041,8
state,ME,2042,4
state,ME,2043,2
state,ME,2044,7
state,ME,2045,7
state,ME,2046,13
state,ME,2047,8
state,ME,2048,5
state,ME,2049,5
state,ME,2050,8
state,ME,2051,2
state,MI,2005,1
state,MI,2010,2
state,MI,2011,8
state,MI,2012,4
state,MI,2013,8
state,MI,2014,14
state,MI,2015,14
state,MI,2016,23
state,MI,2017,36
state,MI,2018,19
state,MI,2019,45
state,MI,2020,45
state,MI,2021,61
state,MI,2022,71
state,MI,2023,76
state,MI,2024,90
state,MI,2025,85
state,MI,2026,96
state,MI,2027,88
state,MI,2028,96
state,MI,2029,91
state,MI,2030,108
state,MI,2031,103
state,MI,2032,99
state,MI,2033,121
state,MI,2034,112
state,MI,2035,130
state,MI,2036,82
state,MI,2037,70
state,MI,2038,69
state,MI,2039,52
state,MI,2040,46
state,MI,2041,40
state,MI,2042,59
state,MI,2043,29
state,MI,2044,25
state,MI,2045,38
state,MI,2046,58
state,MI,2047,44
state,MI,2048,41
state,MI,2049,37
state,MI,2050,38
state,MI,2051,14
state,MI,2052,1
state,MN,2003,1
state,MN,2004,1
state,MN,2005,3
state,MN,2006,2
state,MN,2007,1
state,MN,2010,1
state,MN,2011,6
state,MN,2012,15
state,MN,2013,13
state,MN,2014,22
state,MN,2015,34
state,MN,2016,32
state,MN,2017,38
state,MN,2018,30
state,MN,2019,49
state,MN,2020,69
state,MN,2021,82
state,MN,2022,72
state,MN,2023,79
state,MN,2024,87
state,MN,2025,90
state,MN,2026,93
state,MN,2027,105
state,MN,2028,88
state,MN,2029,85
state,MN,2030,97
state,MN,2031,118
state,MN,2032,88
state,MN,2033,64
state,MN,2034,86
state,MN,2035,78
state,MN,2036,52
state,MN,2037,45
state,MN,2038,32
state,MN,2039,32
state,MN,2040,35
state,MN,2041,31
state,MN,2042,38
state,MN,2043,25
state,MN,2044,39
state,MN,2045,51
state,MN,2046,63
state,MN,2047,62
state,MN,2048,29
state,MN,2049,33
state,MN,2050,37
state,MN,2051,10
state,MO,2008,1
state,MO,2011,5
state,MO,2012,9
state,MO,2013,4
state,MO,2014,11
state,MO,2015,20
state,MO,2016,22
state,MO,2017,18
state,MO,2018,16
state,MO,2019,17
state,MO,2020,33
state,MO,2021,38
state,MO,2022,38
state,MO,2023,39
state,MO,2024,39
state,MO,2025,53
state,MO,2026,58
state,MO,2027,48
state,MO,2028,56
state,MO,2029,53
state,MO,2030,59
state,MO,2031,56
state,MO,2032,55
state,MO,2033,45
state,MO,2034,64
state,MO,2035,58
state,MO,2036,41
state,MO,2037,27
state,MO,2038,25
state,MO,2039,19
state,MO,2040,26
state,MO,2041,34
state,MO,2042,31
state,MO,2043,21
state,MO,2044,17
state,MO,2045,18
state,MO,2046,34
state,MO,2047,22
state,MO,2048,17
state,MO,2049,19
state,MO,2050,32
state,MO,2051,8
state,MS,2011,1
state,MS,2012,3
state,MS,2014,3
state,MS,2015,5
state,MS,2016,3
state,MS,2017,4
state,MS,2018,3
state,MS,2019,7
state,MS,2020,3
state,MS,2021,4
state,MS,2022,12
state,MS,2023,6
state,MS,2024,11
state,MS,2025,12
state,MS,2026,10
state,MS,2027,7
state,MS,2028,9
state,MS,2029,9
state,MS,2030,6
state,MS,2031,13
state,MS,2032,8
state,MS,2033,4
state,MS,2034,14
state,MS,2035,9
state,MS,2036,7
state,MS,2037,4
state,MS,2038,6
state,MS,2039,6
state,MS,2040,6
state,MS,2041,7
state,MS,2042,3
state,MS,2043,3
state,MS,2044,5
state,MS,2045,3
state,MS,2046,2
state,MS,2047,2
state,MS,2048,1
state,MS,2049,3
state,MS,2050,1
state,MS,2051,6
state,MT,2010,2
state,MT,2011,1
state,MT,2012,2
state,MT,2013,1
state,MT,2014,1
state,MT,2015,2
state,MT,2016,4
state,MT,2017,4
state,MT,2018,4
state,MT,2019,12
state,MT,2020,10
state,MT,2021,7
state,MT,2022,7
state,MT,2023,14
state,MT,2024,4
state,MT,2025,9
state,MT,2026,9
state,MT,2027,11
state,MT,2028,8
state,MT,2029,13
state,MT,2030,17
state,MT,2031,18
state,MT,2032,17
state,MT,2033,9
state,MT,2034,12
state,MT,2035,11
state,MT,2036,11
state,MT,2037,9
state,MT,2038,3
state,MT,2039,5
state,MT,2040,12
state,MT,2041,4
state,MT,2042,5
state,MT,2043,4
state,MT,2044,6
state,MT,2045,7
state,MT,2046,15
state,MT,2047,3
state,MT,2048,7
state,MT,2049,6
state,MT,2050,7
state,MT,2051,3
state,NC,2003,2
state,NC,2008,1
state,NC,2010,1
state,NC,2011,1
state,NC,2012,3
state,NC,2013,7
state,NC,2014,8
state,NC,2015,8
state,NC,2016,21
state,NC,2017,16
state,NC,2018,18
state,NC,2019,13
state,NC,2020,33
state,NC,2021,23
state,NC,2022,34
state,NC,2023,22
state,NC,2024,37
state,NC,2025,52
state,NC,2026,41
state,NC,2027,70
state,NC,2028,57
state,NC,2029,67
state,NC,2030,52
state,NC,2031,60
state,NC,2032,47
state,NC,2033,65
state,NC,2034,96
state,NC,2035,108
state,NC,2036,51
state,NC,2037,42
state,NC,2038,32
state,NC,2039,32
state,NC,2040,39
state,NC,2041,42
state,NC,2042,32
state,NC,2043,35
state,NC,2044,21
state,NC,2045,33
state,NC,2046,40
state,NC,2047,32
state,NC,2048,27
state,NC,2049,37
state,NC,2050,32
state,NC,2051,12
state,NC,2052,1
state,ND,2005,1
state,ND,2011,1
state,ND,2012,2
state,ND,2014,5
state,ND,2015,4
state,ND,2016,2
state,ND,2017,10
state,ND,2018,3
state,ND,2019,7
state,ND,2020,6
state,ND,2021,9
state,ND,2022,4
state,ND,2023,4
state,ND,2024,15
state,ND,2025,8
state,ND,2026,12
state,ND,2027,7
state,ND,2028,13
state,ND,2029,5
state,ND,2030,10
state,ND,2031,5
state,ND,2032,9
state,ND,2033,7
state,ND,2034,8
state,ND,2035,9
state,ND,2036,8
state,ND,2037,6
state,ND,2038,5
state,ND,2039,7
state,ND,2040,2
state,ND,2041,6
state,ND,2042,3
state,ND,2043,5
state,ND,2044,7
state,ND,2045,11
state,ND,2046,18
state,ND,2047,9
state,ND,2048,2
state,ND,2049,7
state,ND,2050,6
state,ND,2051,3
state,NE,2014,2
state,NE,2015,4
state,NE,2016,11
state,NE,2017,6
state,NE,2018,7
state,NE,2019,5
state,NE,2020,14
state,NE,2021,14
state,NE,2022,16
state,NE,2023,15
state,NE,2024,13
state,NE,2025,23
state,NE,2026,20
state,NE,2027,18
state,NE,2028,15
state,NE,2029,17
state,NE,2030,18
state,NE,2031,19
state,NE,2032,23
state,NE,2033,14
state,NE,2034,20
state,NE,2035,10
state,NE,2036,11
state,NE,2037,9
state,NE,2038,8
state,NE,2039,10
state,NE,2040,10
state,NE,2041,8
state,NE,2042,8
state,NE,2043,9
state,NE,2044,6
state,NE,2045,14
state,NE,2046,5
state,NE,2047,9
state,NE,2048,2
state,NE,2049,7
state,NE,2050,10
state,NE,2051,3
state,NH,2003,1
state,NH,2005,1
state,NH,2010,1
state,NH,2011,4
state,NH,2012,6
state,NH,2013,4
state,NH,2014,4
state,NH,2015,1
state,NH,2016,9
state,NH,2017,18
state,NH,2018,16
state,NH,2019,19
state,NH,2020,12
state,NH,2021,13
state,NH,2022,20
state,NH,2023,19
state,NH,2024,21
state,NH,2025,19
state,NH,2026,24
state,NH,2027,17
state,NH,2028,23
state,NH,2029,27
state,NH,2030,28
state,NH,2031,24
state,NH,2032,20
state,NH,2033,18
state,NH,2034,30
state,NH,2035,26
state,NH,2036,17
state,NH,2037,10
state,NH,2038,6
state,NH,2039,10
state,NH,2040,9
state,NH,2041,15
state,NH,2042,5
state,NH,2043,7
state,NH,2044,7
state,NH,2045,11
state,NH,2046,6
state,NH,2047,6
state,NH,2048,6
state,NH,2049,9
state,NH,2050,11
state,NH,2051,2
state,NJ,2006,1
state,NJ,2013,1
state,NJ,2014,2
state,NJ,2015,5
state,NJ,2016,4
state,NJ,2017,10
state,NJ,2018,9
state,NJ,2019,8
state,NJ,2020,23
state,NJ,2021,22
state,NJ,2022,22
state,NJ,2023,22
state,NJ,2024,22
state,NJ,2025,25
state,NJ,2026,33
state,NJ,2027,36
state,NJ,2028,36
state,NJ,2029,37
state,NJ,2030,41
state,NJ,2031,42
state,NJ,2032,41
state,NJ,2033,56
state,NJ,2034,63
state,NJ,2035,95
state,NJ,2036,46
state,NJ,2037,29
state,NJ,2038,32
state,NJ,2039,27
state,NJ,2040,33
state,NJ,2041,39
state,NJ,2042,32
state,NJ,2043,35
state,NJ,2044,24
state,NJ,2045,21
state,NJ,2046,38
